date,Day Type,Holiday,Moon Calendar,School Events,Rainfall_mm,Max_temp_celsius,Min_temp_celsius,Season,no_of_passengers,no_of_adults,no_of_children,total_fare_collected,no_of_full_fare_tickets,no_of_C/P_tickets,no_of_buses,no_of_trips,no_of_MHL_passengers,no_of_city_ordinary_bus,no_of_metro_express_bus,no_of_pallevelug_bus,no_of_other_bus,no_of_metro_delux_bus,no_of_express_bus
2023-01-28,5,0,7,2,0.0209735596854443,29.8553256547338,16.1796390520397,0,22589,22309,280,337755,13090,9499,44,314,0,24,16,9,0,0,0
2023-01-29,6,0,8,2,0.010028792561012,29.1968506638008,16.677654899176,0,23997,23417,580,346860,12939,11058,52,363,0,29,18,6,0,0,0
2023-01-30,0,0,9,0,0.233654975046312,28.9466544519182,18.469794995469,0,15876,15616,260,285920,11053,4823,47,322,0,28,15,4,0,0,0
2023-01-31,1,0,10,0,0.0344778746845145,29.9722742795539,18.1300978249401,0,23349,22940,409,311445,12300,11049,52,365,0,30,21,2,0,0,0
2023-02-01,2,0,11,0,0.0419466810244878,29.4959231239013,18.0634863026606,0,22864,22588,276,317690,12400,10463,48,342,0,31,15,4,0,0,0
2023-02-02,3,0,12,0,0.0257826244276482,29.3108261095376,16.9930788145966,0,22314,21922,392,299150,11682,10632,49,354,0,26,18,6,0,0,0
2023-02-03,4,0,13,0,0.001710653293685,29.404917742435,15.4340250346389,0,22350,22234,116,271725,10592,11758,45,287,0,26,11,8,0,0,0
2023-02-04,5,0,14,2,0,30.147103973719,16.0638407478247,0,25861,25599,262,362950,14074,11787,48,340,0,30,14,9,0,0,0
2023-02-05,6,1,15,2,0.0165598386843157,30.0520430535103,16.3956618502685,0,25078,24696,382,340585,12714,12364,49,342,0,32,16,2,0,0,0
2023-02-06,0,0,16,0,0.0047487807250945,30.3780832455294,16.0696355661754,0,22413,22043,370,329845,12795,9617,49,331,0,30,15,4,0,0,0
2023-02-07,1,0,17,0,0.0248417246666576,31.2825633927265,17.8027462832351,0,20496,20368,128,289720,11184,9312,39,281,0,21,15,4,0,0,0
2023-02-08,2,0,18,0,0.0072509049608981,31.8362244026937,18.7735679893048,0,24350,23706,644,304990,12124,12226,47,304,0,27,13,8,0,0,0
2023-02-09,3,0,19,0,0.0120249853416964,31.7097377731738,18.2168448745229,0,21661,21395,266,314190,12490,9171,37,279,0,26,11,1,0,0,0
2023-02-10,4,0,20,0,0.0149488431588906,32.3079644450503,16.7238864228698,0,24459,24203,256,314730,12389,12070,44,296,0,28,14,2,0,0,0
2023-02-11,5,0,21,2,0.0115425767717169,33.2738031009318,16.0188867349409,0,15815,15646,169,250045,9588,6227,30,218,0,19,5,6,0,0,0
2023-02-12,6,0,22,2,0.0008548760206394,32.7778157377243,16.6742130640838,0,27543,27129,414,416750,15265,12274,46,333,0,25,18,4,0,0,0
2023-02-13,0,0,23,0,0,31.0113065333653,16.3095310724359,0,20091,19759,332,308595,11924,8167,42,304,0,22,15,6,0,0,0
2023-02-14,1,0,24,0,0.0030365288807843,30.9509156653997,15.301671273366,0,33027,32551,476,399435,15930,17097,53,378,0,30,21,6,0,0,0
2023-02-15,2,0,25,0,0.0235713523011327,32.2533068953877,16.3900826199227,0,21492,21342,150,316775,12445,9047,45,315,0,25,14,8,0,0,0
2023-02-16,3,0,26,0,0.0030127994250506,32.8367270190345,16.8936078860201,0,25144,24756,388,360180,14341,10803,50,340,0,29,10,12,0,0,0
2023-02-17,4,0,27,0,0,32.4326528411082,17.2763031897676,0,18510,18313,197,251015,9717,8793,35,254,0,17,10,8,0,0,0
2023-02-18,5,2,28,2,0.020266664250812,31.6237197070937,17.4403214727343,0,28098,27639,459,389205,15340,12758,47,338,0,28,11,8,0,0,0
2023-02-19,6,1,29,2,0.015878323324614,31.8676942956919,18.0641116275057,0,21685,21355,330,319560,11927,9758,51,350,0,27,14,12,0,0,0
2023-02-20,0,0,0,0,0.0017361801951665,32.9187090768091,17.6351765846267,0,18097,17960,137,284580,10846,7251,40,287,0,18,14,10,0,0,0
2023-02-21,1,0,1,0,0.0171185283193153,33.8118523828241,17.2791690788051,0,26470,26033,437,347910,13631,12838,49,340,0,27,13,10,0,0,0
2023-02-22,2,0,2,0,0.0205698470949755,34.2385971565747,17.3176580415463,0,21704,21529,175,293700,11589,10112,41,285,0,25,9,8,0,0,0
2023-02-23,3,0,3,0,0.0141322856848091,33.784504353874,18.1288594406,0,31230,29790,1440,371165,14789,16441,46,326,0,26,10,10,0,0,0
2023-02-24,4,0,4,0,0.0244482457674166,34.0152609886085,18.2100973709673,0,22559,22398,161,267040,10644,11911,35,257,0,23,8,5,0,0,0
2023-02-25,5,0,5,2,0.0291463427970484,34.1341700857849,17.5641211305227,0,25685,25207,478,351290,13474,12211,44,322,0,24,10,10,0,0,0
2023-02-26,6,0,6,2,0.0166360711659763,33.4087738660454,18.1303720491631,0,27829,27477,352,395385,14860,12969,52,363,0,29,14,13,0,0,0
2023-02-27,0,0,7,0,0.0121653067139959,32.9297545807675,19.0388811381914,0,24677,24390,287,372250,14154,10523,48,351,0,23,15,12,0,0,0
2023-02-28,1,0,8,0,0.030862936853282,32.5177249675364,19.4521827793107,0,27569,27294,275,348125,13690,13877,48,334,0,24,12,12,0,0,0
2023-03-01,2,0,9,0,0.0133046650603319,32.4483917951678,19.2041012322812,0,19785,19471,314,302425,12056,7729,45,308,0,25,9,12,0,0,0
2023-03-02,3,0,10,0,0.0008583068620282,32.845318627223,19.0355239776282,0,27901,27554,347,401770,15296,12605,49,335,0,24,13,12,0,0,0
2023-03-03,4,0,11,0,0.0076711168617293,34.1037360019484,18.4318932570284,0,29035,28807,228,394873,15387,13648,50,350,0,31,12,10,0,0,0
2023-03-04,5,0,12,2,0.0034630291452231,33.8918992800083,20.1366272177842,0,17950,17747,203,268180,10195,7755,33,224,0,17,8,8,0,0,0
2023-03-05,6,0,13,2,0.0056564794590485,34.0817249522239,20.1697871127329,0,34264,33670,594,514755,18777,15486,50,363,0,28,12,12,0,0,0
2023-03-06,0,0,14,0,0.0255840030920134,33.9635603603313,19.4577287386302,0,23815,23599,216,413540,15720,8095,52,356,0,26,15,12,0,0,0
2023-03-07,1,2,15,0,0.995982361616125,31.5741464505445,19.3617798951725,0,21417,21173,244,317740,12469,8948,47,324,0,28,15,4,0,0,0
2023-03-08,2,1,16,0,0.103914214006772,32.7084854538904,19.5205436066712,0,21942,21699,243,349703,13477,8465,46,321,0,29,9,10,0,0,0
2023-03-09,3,0,17,0,0.0766692126275937,33.2475551424292,19.5290404463409,0,23312,22993,319,374350,14025,9287,44,317,0,23,12,10,0,0,0
2023-03-10,4,0,18,0,0.0795628815071528,33.5883935457843,19.8409201475584,0,13895,13799,96,220405,8517,5377,27,170,0,17,10,0,0,0,0
2023-03-11,5,0,19,2,0.0205405799462561,32.8268289460513,19.5745451959841,0,26923,26617,306,391415,14523,12400,46,301,0,21,14,12,0,0,0
2023-03-12,6,0,20,2,0.0091253621619102,33.3916769675046,19.9673900998828,0,25134,24779,355,398405,14578,10556,50,350,0,28,15,8,0,0,0
2023-03-13,0,0,21,0,0.0136842422548966,33.854191260682,19.8992455936446,0,25704,25418,286,402535,15020,10684,52,355,0,26,15,12,0,0,0
2023-03-14,1,0,22,0,0.0127712885955588,34.2126437143272,20.2320123861348,0,23493,22410,1083,297155,11536,11956,45,316,0,22,13,10,0,0,0
2023-03-15,2,0,23,1,0.147905455990263,33.8305451324209,19.542279528433,0,25720,25515,205,354655,13516,12204,45,304,0,26,12,8,0,0,0
2023-03-16,3,0,24,1,115.026252024621,31.9346685777582,19.8571986144097,0,18606,18378,228,290245,11124,7482,40,296,0,18,12,10,0,0,0
2023-03-17,4,0,25,1,57.6190139672823,28.0365614674589,19.8657447094665,0,21017,20838,179,313780,11902,9115,40,297,0,20,12,8,0,0,0
2023-03-18,5,0,26,2,282.393723697353,28.8488614916579,18.7396042809516,0,15616,15384,232,232160,8963,6653,35,236,0,18,9,8,0,0,0
2023-03-19,6,0,27,2,60.7610813707895,28.5593595252433,18.640325192573,0,24579,24278,301,368755,13795,10784,51,359,0,27,13,12,0,0,0
2023-03-20,0,0,28,1,21.9241912805596,28.9660384046644,20.3136103930613,0,23639,23310,329,343375,13364,10275,48,323,0,27,13,8,0,0,0
2023-03-21,1,0,0,1,1.69275341793549,30.489889844027,20.143079777068,0,22576,22394,182,339580,13245,9331,44,308,0,23,13,8,0,0,0
2023-03-22,2,2,1,1,1.48337725365466,31.1284619594954,20.3156573898988,0,15925,15726,199,235740,9266,6658,39,265,0,23,9,8,0,0,0
2023-03-23,3,0,2,1,0.981421008418342,31.1659125122371,20.283059581393,0,22793,22461,332,324550,12457,10336,43,293,0,23,10,10,0,0,0
2023-03-24,4,0,3,1,2.23363848715003,31.6633749884308,22.1188845905252,0,21040,20802,238,303420,11792,9248,46,312,0,23,13,10,0,0,0
2023-03-25,5,0,4,2,37.4448655636496,31.5575289786508,22.2081120261803,0,20736,20475,261,296580,11243,9493,41,287,0,19,14,8,0,0,0
2023-03-26,6,0,5,2,34.5703751736447,31.7460036310791,22.4545662261129,1,21425,21154,271,307140,11407,10018,48,321,0,23,17,9,0,0,0
2023-03-27,0,0,6,1,3.65024148004091,33.15711170806,21.737911418701,1,26374,25914,460,365755,14162,12212,47,338,0,28,17,2,0,0,0
2023-03-28,1,0,7,1,2.17436214341477,33.594473061806,21.591297960097,1,25285,25065,220,354045,13592,11693,46,332,0,24,16,6,0,0,0
2023-03-29,2,0,8,1,0.539855157157835,34.0259037238676,22.3674091454211,1,16522,16319,203,256150,9986,6536,40,278,0,23,11,6,0,0,0
2023-03-30,3,2,9,1,0.0634128103666358,35.0378636704633,22.3386552540786,1,21003,20551,452,287865,11032,9971,51,352,0,25,14,12,0,0,0
2023-03-31,4,0,10,1,5.44152983211179,33.0368973200011,22.3014787197665,1,17158,17027,131,261040,10099,7059,46,323,0,24,12,10,0,0,0
2023-04-01,5,0,11,1,2.51376140551701,32.5902090543502,21.8714367281137,1,21464,21225,239,281071,10671,10793,44,330,0,22,14,9,0,0,0
2023-04-02,6,0,12,2,1.06634690666125,32.8328221362052,22.2187546105322,1,23922,23659,263,345688,13084,10838,51,358,0,29,14,10,0,0,0
2023-04-03,0,0,13,2,0.403419264580726,33.9471326412476,23.0417968129822,1,24110,23852,258,367245,14026,10084,54,379,0,28,21,6,0,0,0
2023-04-04,1,1,14,2,0.319862502633152,34.7483620093924,23.4964289946053,1,24068,23828,240,327285,12668,11400,48,341,0,28,16,4,0,0,0
2023-04-05,2,2,15,2,2.28372481538811,34.8130824991521,22.9915376317507,1,23328,23145,183,338000,13090,10238,55,383,0,28,16,12,0,0,0
2023-04-06,3,0,16,2,24.0438981455344,34.480063595458,23.3765871790752,1,20453,20196,257,296750,11462,8991,48,317,0,28,14,6,0,0,0
2023-04-07,4,3,17,2,25.0517519822061,33.0695679425803,23.1249965137512,1,29080,28240,840,404025,15818,13261,54,360,0,27,15,12,0,0,0
2023-04-08,5,3,18,2,3.36978130067961,33.267089326479,22.8272801468409,1,13496,13368,128,213635,7981,5515,29,201,0,18,7,4,0,0,0
2023-04-09,6,3,19,2,0.299888500109921,34.0497646855978,22.3025011112079,1,22188,21908,280,338090,12332,9856,53,363,0,27,15,11,0,0,0
2023-04-10,0,0,20,2,0.0311994405092447,35.2579233361949,22.0572056933942,1,21575,21163,412,340960,12770,8805,46,320,0,23,17,6,0,0,0
2023-04-11,1,1,21,2,0.0313251111582339,36.6720548746672,22.1834314206347,1,27750,27461,289,380590,14556,13194,50,350,0,28,14,8,0,0,0
2023-04-12,2,0,22,2,0.730648690431832,37.5099197580589,23.0045475031753,1,18661,18537,124,283300,10893,7768,47,329,0,23,14,10,0,0,0
2023-04-13,3,0,23,2,0.141673758237948,37.9703555149114,23.829520967333,1,26593,26131,462,365315,14308,12285,51,365,0,30,12,10,0,0,0
2023-04-14,4,3,24,2,4.34348744296432,37.9193081726402,24.7593269876746,1,28122,27260,862,367255,13944,14175,49,360,0,28,12,9,0,0,0
2023-04-15,5,3,25,2,0.889341005056172,35.4673433667152,24.8439259347713,1,23072,22688,384,324433,12033,11039,43,309,0,25,11,8,0,0,0
2023-04-16,6,3,26,2,0.242462799948276,37.2356102578346,24.0442792853469,1,24078,23824,254,345690,12961,11117,49,344,0,27,14,8,0,0,0
2023-04-17,0,0,27,2,0.0623789889834669,38.2850800205067,23.5125785910697,1,21384,21071,313,350625,13037,8346,47,336,0,23,15,10,0,0,0
2023-04-18,1,1,28,2,0.0579690311295772,39.1486005588562,23.5929514564949,1,25895,25724,171,375990,14481,11414,53,369,0,30,13,10,0,0,0
2023-04-19,2,0,0,2,0.209496558671716,38.8180793970254,24.0738974569137,1,17940,17755,185,295430,11559,6381,49,349,0,28,11,12,0,0,0
2023-04-20,3,0,1,2,0.645914555486786,38.3112264053055,23.9547184502437,1,21583,21006,577,308670,12171,9412,48,332,0,29,8,12,0,0,0
2023-04-21,4,0,2,2,2.90037892706137,35.9077571185343,25.073921484021,1,17843,17652,191,281200,10749,7094,45,317,0,24,9,12,0,0,0
2023-04-22,5,2,3,2,13.4205723602249,36.1213453281121,24.6080072001332,1,24277,23816,461,336713,12961,11316,46,348,0,27,11,8,0,0,0
2023-04-23,6,2,4,2,4.99654799217442,35.6705159785523,24.2532180644598,1,18115,17725,390,301685,10926,7189,40,308,0,20,14,8,0,0,0
2023-04-24,0,0,5,2,123.087232584129,34.0932772969515,24.3306421469014,1,21856,21571,285,334215,12526,9330,46,299,0,24,14,10,0,0,0
2023-04-25,1,0,6,2,45.7720186008192,34.1043858148976,24.1077712296741,1,27269,26548,721,426200,16276,10992,49,377,0,29,14,8,0,0,0
2023-04-26,2,0,7,2,9.30158838472548,34.1718925993845,23.9329543460712,1,26663,26188,475,381510,14662,12001,50,370,0,29,10,12,0,0,0
2023-04-27,3,0,8,2,1.31953968018814,33.4171333752749,24.2916394050662,1,24191,23462,729,363590,13853,10338,48,356,0,29,8,12,0,0,0
2023-04-28,4,0,9,2,18.268366057152,33.1297357899949,24.1074418856144,1,21940,21713,227,309205,12412,9528,49,368,0,30,12,8,0,0,0
2023-04-29,5,0,10,2,186.05897532426,31.1948079119592,22.1433053366328,1,20580,20267,313,301355,11359,9221,39,285,0,23,8,8,0,0,0
2023-04-30,6,0,11,2,112.825660784751,31.2988340591348,21.9499991698157,1,24928,24462,466,423240,15080,9847,46,344,0,28,10,8,0,0,0
2023-05-01,0,0,12,2,103.891059743295,27.9819389530985,21.9492691376297,1,23949,23536,413,355665,13257,10692,48,354,0,29,13,6,0,0,0
2023-05-02,1,0,13,2,100.06978122928,29.6183885745497,22.9885085880306,1,23126,22841,285,328865,12282,10844,40,315,0,21,9,10,0,0,0
2023-05-03,2,0,14,2,25.3610537694128,30.5783529173199,22.9998273578298,1,25123,24690,433,371005,14428,10695,44,331,0,29,8,8,0,0,0
2023-05-04,3,0,15,2,8.20605675254081,31.3700329852376,23.6890290734663,1,17487,17115,372,262635,9967,7519,36,263,0,22,4,10,0,0,0
2023-05-05,4,3,16,2,55.6034634513139,32.2074586672762,23.8672786317276,1,26925,26315,610,347265,13541,13384,42,311,0,29,7,6,0,0,0
2023-05-06,5,3,17,2,29.4850465758789,32.9001271568839,24.2380333646367,1,19799,19472,327,276180,10566,9232,35,273,0,21,6,8,0,0,0
2023-05-07,6,3,18,2,12.5542251318375,33.4232516564417,25.3916855254045,1,28463,28011,452,405520,15305,13156,48,368,0,29,8,12,0,0,0
2023-05-08,0,0,19,2,10.5778744041864,34.8383818171287,25.6984285559239,1,23236,22549,687,344830,13128,10107,44,323,0,29,8,8,0,0,0
2023-05-09,1,0,20,2,20.2875505610711,35.4533898853298,25.9807382667212,1,20285,19947,338,336855,12782,7503,46,347,0,26,11,9,0,0,0
2023-05-10,2,0,21,2,17.5709934803215,35.7416296391541,25.7858573249887,1,21184,20646,538,338035,12875,8309,43,326,0,25,8,10,0,0,0
2023-05-11,3,0,22,2,1.07213847891891,36.5996432664011,24.190300343776,1,22856,22341,515,343340,13156,9700,44,321,0,27,8,10,0,0,0
2023-05-12,4,0,23,2,0.0229231031913677,38.1232249318434,23.983752187712,1,23353,23071,282,361115,13770,9583,45,325,0,28,8,10,0,0,0
2023-05-13,5,0,24,2,0.0120162962637948,38.816175328921,24.5093259847502,1,21275,20885,390,320680,12111,9163,42,304,0,23,10,10,0,0,0
2023-05-14,6,0,25,2,0.0008583068797918,38.8996033907743,26.1212969327743,1,26763,26314,449,399710,14973,11790,41,310,0,28,5,8,0,0,0
2023-05-15,0,0,26,2,0.0128721448641268,38.0327186101753,26.3066630688714,1,25801,25390,411,416245,15365,10436,45,326,0,25,12,8,0,0,0
2023-05-16,1,0,27,2,0.0094205414787402,38.3114826340858,25.2825648965655,1,21348,20945,403,339595,12828,8520,44,316,0,25,11,8,0,0,0
2023-05-17,2,0,28,2,0.0239953386085289,38.3436854906433,25.3362799640554,1,25097,24619,478,330015,12617,12480,45,325,0,27,8,10,0,0,0
2023-05-18,3,0,29,2,0.0058139128371487,38.003555454917,25.7591434691581,1,23568,23193,375,338720,13012,10556,48,352,0,28,10,10,0,0,0
2023-05-19,4,0,0,2,0.814459648913083,38.2028475985229,26.2801636320019,1,22296,21978,318,313780,11962,10334,48,352,0,29,11,8,0,0,0
2023-05-20,5,0,1,2,0.227243464519051,37.9698786697513,26.566436735279,1,19368,19091,277,298520,11594,7774,40,309,0,28,6,7,0,0,0
2023-05-21,6,0,2,2,0.71205691783935,37.8471645148733,26.2670355411978,1,22908,22417,491,331220,12090,10818,44,317,0,28,10,6,0,0,0
2023-05-22,0,0,3,2,2.95341581724525,37.6324118612351,26.9917923467126,1,22523,22100,423,347430,13268,9255,44,321,0,24,10,10,0,0,0
2023-05-23,1,0,4,2,0.764845492835251,37.5430509891546,26.7566229762059,1,24962,24550,412,338515,13958,11003,43,309,0,28,5,10,0,0,0
2023-05-24,2,0,5,2,0.727130992847998,37.9071825437885,27.2536967786786,1,22917,22646,271,333090,12862,10054,45,336,0,27,9,10,0,0,0
2023-05-25,3,0,6,2,1.70047629800783,37.6238707436825,28.6035239288648,1,19971,19563,408,308120,11812,8159,45,324,0,28,7,10,0,0,0
2023-05-26,4,0,7,2,0.114769644500597,37.1807398991723,26.8382407138862,1,20394,20026,368,277330,10702,9691,39,287,0,23,6,10,0,0,0
2023-05-27,5,0,8,2,0.0193600238764945,37.8074070716588,26.4235857846252,1,18792,18403,389,283405,10914,7878,39,291,0,23,6,10,0,0,0
2023-05-28,6,0,9,2,0.234734638993089,37.6863480359181,26.7057687210644,1,23912,23422,490,330370,12190,11721,47,349,0,28,9,10,0,0,0
2023-05-29,0,0,10,2,12.1306567517762,37.1446254753257,26.6623172109497,1,21537,21211,326,322720,12048,9489,42,327,0,26,7,10,0,0,0
2023-05-30,1,0,11,2,1.78345800111379,36.7101688423317,26.1334280862909,1,17099,16810,289,275690,10457,6642,41,293,0,22,11,9,0,0,0
2023-05-31,2,0,12,2,0.0851618096457928,38.5704119868765,26.0930164416478,1,19141,18806,335,302305,11694,7447,41,316,0,25,8,8,0,0,0
2023-06-01,3,0,13,0,0.0165456868971133,39.1361390402222,26.9938888270019,1,22303,21573,730,343698,13145,9158,37,299,0,22,7,8,0,0,0
2023-06-02,4,0,14,0,0.0196616446324071,39.4438462195404,27.1794664751486,1,21884,21347,537,313979,12207,9677,37,284,0,24,7,6,0,0,0
2023-06-03,5,0,15,2,0.415403137071443,39.2858184654055,28.4214490324312,1,21514,20808,706,301040,11499,10013,41,306,0,25,6,10,0,0,0
2023-06-04,6,0,16,2,14.2093168913007,38.5662186618081,27.443685721434,1,19740,19318,422,345215,12563,7177,42,316,0,29,6,10,0,0,0
2023-06-05,0,0,17,0,1.10083578620624,37.0934013973311,27.2686280064557,1,21695,21271,424,342520,12734,8960,35,286,0,25,6,5,0,0,0
2023-06-06,1,0,18,0,0.0874471365906258,37.6420945986176,27.8163100227442,2,19134,18584,550,318970,12289,6845,36,292,0,25,7,4,0,0,0
2023-06-07,2,0,19,0,0.503891342905735,38.0735772774253,28.9347467863996,2,19117,18818,299,311905,11917,7200,38,280,0,27,7,4,0,0,0
2023-06-08,3,0,20,0,1.01927574376185,38.4683630389056,28.9491575177639,2,20756,20375,381,314133,12436,8319,36,301,0,28,5,3,0,0,0
2023-06-09,4,0,21,0,2.57139517116166,38.8594271056596,29.296589661168,2,19227,18862,365,292025,11089,8137,32,280,0,20,6,6,0,0,0
2023-06-10,5,0,22,2,15.6469460980725,37.8258770112448,26.6350516345419,2,22078,21751,327,330730,12658,9419,39,320,0,26,8,5,0,0,0
2023-06-11,6,0,23,2,16.5294371182532,36.3949830650798,27.1651752963804,2,26546,26139,407,398140,14552,11994,39,330,0,29,6,5,0,0,0
2023-06-12,0,0,24,0,5.15148638841445,37.5988831596228,27.9990688868124,2,22780,22287,493,370390,13828,8952,41,336,0,27,10,5,0,0,0
2023-06-13,1,0,25,0,0.665240130460184,38.2946770375978,28.0967533041321,2,23338,23060,278,363675,13858,9480,37,333,0,22,10,6,0,0,0
2023-06-14,2,0,26,0,0.242892519446583,37.7981827504998,28.3891764036762,2,27054,26398,656,355445,13488,13565,38,307,0,24,8,6,0,0,0
2023-06-15,3,0,27,0,0.0286697663337347,37.2217368921201,28.4252695715105,2,20165,19465,700,313185,11847,8318,37,298,0,22,10,6,0,0,0
2023-06-16,4,0,28,0,0.0220978240500731,38.3745287149924,28.1682982247163,2,21729,21497,232,350263,13274,8455,41,334,0,24,11,6,0,0,0
2023-06-17,5,0,0,2,0.103958023721432,37.6607599327534,28.7488109120111,2,23900,23492,408,335133,12539,11361,40,320,0,24,10,6,0,0,0
2023-06-18,6,0,1,2,0.644217350055285,37.8797621764878,29.1930173815805,2,21230,20985,245,314300,11552,9678,39,322,0,25,9,5,0,0,0
2023-06-19,0,0,2,0,0.67459014347886,37.1320013458842,28.7277637690252,2,26265,25888,377,420390,15347,10918,43,376,0,25,13,6,0,0,0
2023-06-20,1,1,3,0,15.0108756619614,37.7623234703623,28.0773679279902,2,23735,23290,445,380095,14105,9630,42,341,0,28,9,5,0,0,0
2023-06-21,2,0,4,0,21.9042811609839,36.7475689980244,26.0150807711875,2,22521,22331,190,331975,12551,9970,38,317,0,25,8,6,0,0,0
2023-06-22,3,0,5,0,12.8797659108399,34.6115653849371,26.5368969727927,2,18798,18530,268,307970,11612,7185,36,307,0,22,11,4,0,0,0
2023-06-23,4,0,6,0,51.8914639981201,32.6709060516945,24.2227136713668,2,26615,26372,243,342975,13158,13457,42,328,0,26,10,6,0,0,0
2023-06-24,5,0,7,2,111.18865824732,28.8470257119923,23.6909885842757,2,20812,20526,286,311515,11834,8978,38,310,0,22,11,5,0,0,0
2023-06-25,6,0,8,2,140.298281033166,28.993537496247,23.6084797994454,2,25288,25017,271,375850,13732,11556,40,331,0,27,7,6,0,0,0
2023-06-26,0,0,9,0,44.6267492985724,29.0103355386116,24.0426537776143,2,21021,20703,318,339980,12285,8736,44,345,0,28,10,6,0,0,0
2023-06-27,1,0,10,0,29.9707030499234,30.1570192042448,23.9771316465403,2,23052,22867,185,373638,13844,9208,36,307,0,17,13,6,0,0,0
2023-06-28,2,0,11,0,12.1985823591704,31.1809904723394,24.1360296982035,2,31696,31393,303,456310,17057,14638,40,312,0,26,8,6,0,0,0
2023-06-29,3,2,12,0,6.99046914661296,32.7389460371565,25.2188875499373,2,23703,23243,460,369415,13870,9832,35,272,0,26,5,4,0,0,0
2023-06-30,4,0,13,0,1.11784580974038,32.3561566927746,24.987618655282,2,28125,27706,419,431225,16011,12114,43,351,0,29,9,6,0,0,0
2023-07-01,5,0,14,2,5.27917564701721,34.1500126909568,25.5595999148504,2,25013,24394,619,391080,13863,11150,40,329,0,24,11,6,0,0,0
2023-07-02,6,0,15,2,22.4971845210555,33.3919882067136,25.2254457950255,2,19608,19362,246,298525,11732,7876,36,306,0,24,8,5,0,0,0
2023-07-03,0,0,16,0,22.6880715082619,33.3414660113535,25.090317770469,2,25496,25188,308,392225,14427,11069,43,344,0,25,14,5,0,0,0
2023-07-04,1,0,17,0,152.820600971629,33.9875353301557,24.6541108095107,2,22319,21813,506,332990,13656,8663,44,346,0,27,12,5,0,0,0
2023-07-05,2,0,18,0,172.47978281279,29.5483102246297,24.0407498268276,2,17760,17600,160,285335,10858,6902,42,325,0,24,12,6,0,0,0
2023-07-06,3,0,19,0,107.808859075793,26.997710916896,23.3501979454902,2,18190,17580,610,258695,10096,8094,37,293,0,25,10,2,0,0,0
2023-07-07,4,3,20,0,65.4668839488194,29.4819296899509,23.406157209778,2,23871,23660,211,371690,14213,9658,45,348,0,29,10,6,0,0,0
2023-07-08,5,3,21,2,13.2416281831741,30.25105299842,23.8406123270062,2,19948,19678,270,286530,10373,9575,37,299,0,21,10,6,0,0,0
2023-07-09,6,3,22,2,7.15853990230615,30.9834486182405,24.5421146934476,2,19577,19340,237,341785,12468,7109,40,324,0,27,10,4,0,0,0
2023-07-10,0,0,23,0,3.83435891422559,31.6774354626718,25.359305410668,2,27399,26924,475,416315,15609,11790,48,399,0,29,15,6,0,0,0
2023-07-11,1,0,24,0,32.4053710828474,29.2514680446382,24.1674862617133,2,18708,18359,349,296935,11278,7430,40,315,0,26,15,0,0,0,0
2023-07-12,2,0,25,0,25.0993833932322,30.3009566680358,24.0286893549682,2,20922,20599,323,281233,10585,10337,35,281,0,25,10,0,0,0,0
2023-07-13,3,0,26,0,43.078933668942,30.4395329145898,24.0157199580776,2,24857,24629,228,382430,14307,10550,38,305,0,24,8,6,0,0,0
2023-07-14,4,0,27,0,46.0503832005069,31.2004700839568,24.0240232387893,2,24251,24069,182,328740,13689,10562,43,353,0,27,10,6,0,0,0
2023-07-15,5,3,28,2,24.680547873184,29.7442959645865,23.9592248823635,2,17471,17225,246,288835,11076,6395,38,300,0,25,10,3,0,0,0
2023-07-16,6,3,29,2,69.8969361667204,28.5064755178222,23.6780196453399,2,18023,17741,282,292123,10943,7080,37,296,0,26,7,5,0,0,0
2023-07-17,0,3,0,0,122.281489956487,27.5724489626226,23.2542862275221,2,21835,21528,307,332870,12683,9152,45,353,0,28,12,5,0,0,0
2023-07-18,1,0,1,0,368.984746601967,25.6279457223176,22.536117372087,2,14374,14162,212,231235,8767,5607,30,231,0,20,7,3,0,0,0
2023-07-19,2,0,2,0,681.831959854958,24.1440296664733,22.6561351994727,2,21843,21551,292,332872,12903,8940,41,321,0,27,8,6,0,0,0
2023-07-20,3,0,3,0,370.999118426419,25.5149970153668,22.8891288410056,2,17690,17466,224,235865,9421,8268,39,293,0,28,9,2,0,0,0
2023-07-21,4,0,4,0,234.699445463495,26.0192189776365,22.9923132561728,2,17841,17567,274,252805,9876,7965,41,307,0,29,11,1,0,0,0
2023-07-22,5,0,5,2,44.7369110682264,28.1110789547348,23.3909941423834,2,18863,18558,305,271170,10416,8447,40,305,0,29,9,2,0,0,0
2023-07-23,6,0,6,2,93.6087476863642,27.7842267293703,23.3098896380971,2,18355,18181,174,268315,10099,8256,43,341,0,28,13,2,0,0,0
2023-07-24,0,0,7,0,227.116619485771,27.4555523729251,23.0991735876306,2,19266,19008,258,303143,11190,8076,39,304,0,25,11,4,0,0,0
2023-07-25,1,0,8,0,305.501969283976,25.0649100514532,22.9767669853225,2,20178,20046,132,297705,11656,8522,46,325,0,29,15,3,0,0,0
2023-07-26,2,0,9,0,326.3891653278,26.58757864581,22.992283431186,2,15510,15195,315,219660,8606,6904,39,272,0,26,13,0,0,0,0
2023-07-27,3,0,10,0,1358.66061066897,23.8009526705766,22.8260772349473,2,17447,16817,630,225597,8868,8579,44,305,0,27,14,3,0,0,0
